,ID,YR,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,RACE,GENDER,C1DOB_Y,HAVING_HEALTHPLAN,FAMSIZE_,TNFI_,POVSTATUS_,REGION_,MARSTAT_KEY_,WKSUEMP_PCY_,URBAN_RURAL_,JOBSNUM_,NUMCH_,AGE_1STCHILD,EVER_IN_POVERTY,WHEN_IN_POVERTY,INCOME_,INCOME_MAX,EVER_EDU_LOAN,EDU_DEGREE,EVER_DIVORCED_,EVER_UNEMPLOYED_,HOURS_WORKED_PER_WEEK_,MAJOR_1_,MAJOR_2_,EDU_MAJOR,AMT_EDU_LOAN_,TOTAL_EDU_LOAN,CAL_YEAR_JOBS_,NET_WORTH_,EMP_STATUS_,EDU_LOAN_
2429,2738,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,19188,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,3,0,No children yet,Yes,ADULT ONLY,19188,34000,-4,High school diploma (or equivalent),No,Yes,40,703,-4,703,-4,-4,2,20545,1: EMPLOYED,
2430,2739,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1992,Yes,3,49800,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,1,29,Yes,BOTH CHILD AND ADULT,36000,59500,Yes,Bachelor of Science (BS),No,Yes,88,1219,-4,1219,-4,6500,2,191263,1: EMPLOYED,
2431,2740,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1990,Yes,2,31300,0: NOT IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,8,1,25,Yes,BOTH CHILD AND ADULT,31000,51000,Yes,Bachelor of Science (BS),No,Yes,40,502,-4,502,-4,2500,2,4500,1: EMPLOYED,
2432,2741,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1977,Yes,4,39100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,2,19,No,NEVER,20000,32000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,97963,1: EMPLOYED,
2433,2742,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1977,Yes,4,41100,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,2,19,No,NEVER,19000,48000,No,Associate/Junior College (AA),No,No,40,514,-4,514,-4,-4,2,87000,1: EMPLOYED,
2434,2743,1994,62,IN THE US,BLACK,FEMALE,1981,Yes,3,8896,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,4,2,18,Yes,BOTH CHILD AND ADULT,0,17000,No,High school diploma (or equivalent),Yes,Yes,-4,2104,-4,2104,2000,4000,0,150,3: OUT OF LABOR FORCE,
2435,2744,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1986,Yes,4,-2,-3,3: SOUTH,3: 3  DIVORCED,1,0: RURAL,6,1,28,No,NEVER,3600,14000,No,Associate/Junior College (AA),Yes,Yes,35,514,-4,514,-4,-4,1,1024,1: EMPLOYED,
2436,2745,1994,59,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",MALE,1990,Yes,4,32050,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,2,31,No,NEVER,18000,36000,-4,High school diploma (or equivalent),Yes,No,40,-4,-4,-4,-4,-4,2,8825,1: EMPLOYED,
2437,2746,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1976,Yes,4,50500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,1,2,16,No,NEVER,22000,35000,No,High school diploma (or equivalent),No,No,40,701,-4,701,-4,-4,2,78000,1: EMPLOYED,
2438,2747,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,2,7200,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,0,No children yet,Yes,ADULT ONLY,7200,29200,-4,None,No,Yes,20,-4,-4,-4,-4,-4,2,-817,1: EMPLOYED,
2439,2748,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,2,24,No,NEVER,18000,38000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
2440,2749,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,2,-1,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,5,0,No children yet,,,-1,6000,No,High school diploma (or equivalent),-5,Yes,55,-4,-4,-4,-4,-5,2,-1,1: EMPLOYED,
2441,2750,1994,57,IN THE US,BLACK,MALE,1988,Yes,4,31600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,2,30,Yes,ADULT ONLY,31600,45000,-4,None,No,Yes,40,-4,-4,-4,-4,-4,2,500,1: EMPLOYED,
2442,2751,1994,58,IN THE US,BLACK,MALE,1981,Yes,4,45000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,1,2,23,No,NEVER,30000,31000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-5,2,10000,1: EMPLOYED,
2443,2752,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1974,Yes,5,-2,-3,3: SOUTH,1: 1  MARRIED,41,0: RURAL,9,3,17,No,NEVER,-2,30000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,1,87666,1: EMPLOYED,
2444,2753,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,4,47001,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,2,21,Yes,ADULT ONLY,22000,41000,-4,High school diploma (or equivalent),No,Yes,70,-4,-4,-4,-4,-4,2,62400,1: EMPLOYED,
2445,2754,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,No,4,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,17,0,No children yet,Yes,ADULT ONLY,35000,35000,Yes,Bachelor of Science (BS),No,Yes,40,1299,-4,1299,-4,11000,2,-10500,1: EMPLOYED,
2446,2755,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,Yes,4,64700,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,2,20,No,NEVER,28000,65000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,73000,1: EMPLOYED,
2447,2757,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1975,Yes,3,30600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,5,1,17,Yes,ADULT ONLY,0,5000,-4,-5,Yes,Yes,-4,-4,-4,-4,-4,-5,2,0,3: OUT OF LABOR FORCE,
2448,2758,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1982,No,3,-2,-3,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,4,2,17,No,NEVER,0,17000,-4,High school diploma (or equivalent),Yes,Yes,30,-4,-4,-4,-4,-4,0,-500,1: EMPLOYED,
2449,2759,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,Yes,3,26200,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,24,1,22,Yes,ADULT ONLY,25000,54000,-4,None,No,Yes,65,-4,-4,-4,-4,-4,2,2767,1: EMPLOYED,
2450,2760,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1995,Yes,2,22000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,11,0,30,Yes,BOTH CHILD AND ADULT,17000,45000,-4,Associate/Junior College (AA),No,No,44,-3,-4,-3,-4,-4,3,-1000,1: EMPLOYED,
2451,2761,1994,57,IN THE US,BLACK,MALE,1978,Yes,5,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,3,20,Yes,ADULT ONLY,0,14000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,18000,3: OUT OF LABOR FORCE,
2452,2762,1994,60,IN THE US,BLACK,MALE,1981,Yes,4,10000,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,7,2,21,Yes,ADULT ONLY,10000,21000,-4,None,No,Yes,40,-4,-4,-4,-4,-4,2,4000,1: EMPLOYED,
2453,2764,1994,58,IN THE US,BLACK,MALE,1988,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,12,2,29,Yes,ADULT ONLY,-2,23000,-4,High school diploma (or equivalent),Yes,Yes,40,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
2454,2765,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,3,37000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,17,1,29,Yes,BOTH CHILD AND ADULT,37000,100000,No,Associate/Junior College (AA),No,No,40,801,-4,801,-4,-4,2,25500,1: EMPLOYED,
2455,2766,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,4,23500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,18,2,29,Yes,BOTH CHILD AND ADULT,21000,40000,-4,Associate/Junior College (AA),No,Yes,80,799,-4,799,-4,-4,3,12800,1: EMPLOYED,
2456,2767,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1993,Yes,3,25000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,15,1,28,Yes,CHILD ONLY,18000,49500,-4,Associate/Junior College (AA),No,Yes,40,114,-4,114,-4,1600,2,4140,1: EMPLOYED,
2457,2768,1994,60,IN THE US,BLACK,MALE,1985,Yes,6,81000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,7,3,24,No,NEVER,62000,87000,Yes,Associate/Junior College (AA),No,Yes,70,9996,-4,9996,-4,1050,2,90000,1: EMPLOYED,
2458,2769,1994,62,IN THE US,BLACK,FEMALE,1981,Yes,4,10763,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,1,3,18,Yes,ADULT ONLY,0,30000,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-4,0,0,2: UNEMPLOYED,
2459,2770,1994,59,IN THE US,BLACK,FEMALE,1984,Yes,5,42000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,4,3,24,Yes,ADULT ONLY,38000,62000,No,Bachelor of Science (BS),No,Yes,40,-2,-4,-2,-4,-4,2,55733,1: EMPLOYED,
2460,2771,1994,60,IN THE US,BLACK,FEMALE,1981,Yes,6,53000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,8,3,20,Yes,ADULT ONLY,0,23000,Yes,Bachelor of Science (BS),No,Yes,-4,-2,-4,-2,-4,-4,0,2000,3: OUT OF LABOR FORCE,
2461,2772,1994,63,IN THE US,BLACK,MALE,1987,No,4,40892,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,4,0: RURAL,14,2,23,Yes,ADULT ONLY,28000,35000,-4,High school diploma (or equivalent),No,Yes,100,-4,-4,-4,-4,-4,3,65200,1: EMPLOYED,
2462,2773,1994,61,IN THE US,BLACK,MALE,1997,Yes,2,24000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,6,0,35,No,NEVER,16000,35000,Yes,High school diploma (or equivalent),No,No,60,601,-4,601,-4,1000,2,-5950,1: EMPLOYED,
2463,2774,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1981,Yes,4,30188,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,2,23,No,NEVER,27615,70000,No,High school diploma (or equivalent),No,No,40,4901,-4,4901,-4,-4,2,82500,1: EMPLOYED,
2464,2775,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,4,36000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,8,2,19,No,NEVER,16000,30000,-4,Other (SPECIFY),Yes,No,32,-4,-4,-4,-4,-4,2,47200,1: EMPLOYED,
2465,2776,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,2,34700,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,9,0,No children yet,Yes,ADULT ONLY,32000,32000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,40,909,-4,702,-4,13000,3,21900,1: EMPLOYED,
2466,2777,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1979,No,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,25,2,18,Yes,ADULT ONLY,50000,58000,No,None,Yes,Yes,110,-4,-4,-4,-4,-4,3,47500,1: EMPLOYED,
2467,2778,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,4,4872,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,6,3,18,Yes,ADULT ONLY,0,15000,No,None,Yes,Yes,-4,-4,-4,-4,-4,-4,0,200,3: OUT OF LABOR FORCE,
2468,2779,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1980,Yes,4,56000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,16,2,19,No,NEVER,39500,57000,-4,High school diploma (or equivalent),No,Yes,70,-4,-4,-4,-4,-4,2,25500,1: EMPLOYED,
2469,2780,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1993,Yes,3,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,10,1,28,Yes,CHILD ONLY,15000,48000,-4,High school diploma (or equivalent),No,No,130,-4,-4,-4,-4,-4,3,8504,1: EMPLOYED,
2470,2781,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,No,5,14400,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,3,20,Yes,ADULT ONLY,1800,19000,-4,High school diploma (or equivalent),No,No,17,-4,-4,-4,-4,-4,2,47500,3: OUT OF LABOR FORCE,
2471,2782,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1980,No,3,25500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,4,1,20,Yes,ADULT ONLY,22000,30000,,-5,No,No,105,-4,-4,-4,-4,-5,2,12840,1: EMPLOYED,
2472,2783,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1984,No,4,85000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,12,2,21,Yes,BOTH CHILD AND ADULT,30000,70000,-4,High school diploma (or equivalent),No,Yes,30,-4,-4,-4,-4,-4,2,37000,1: EMPLOYED,
2473,2784,1994,62,IN THE US,BLACK,FEMALE,1985,Yes,4,8648,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,1,0: RURAL,3,1,22,Yes,BOTH CHILD AND ADULT,8300,31000,-4,None,No,No,76,-4,-4,-4,-4,-4,3,50,1: EMPLOYED,
2474,2785,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,3,29000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,2,0: RURAL,8,1,19,No,NEVER,2000,20000,-4,High school diploma (or equivalent),No,Yes,0,1299,-4,1299,-4,-4,2,400,2: UNEMPLOYED,
2475,2786,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,No,1,20000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,5,0: RURAL,22,0,23,Yes,CHILD ONLY,20000,80000,-4,None,Yes,Yes,149,-4,-4,-4,-4,-5,4,8900,1: EMPLOYED,
2476,2787,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,2,-2,-3,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,3,0,23,Yes,ADULT ONLY,18700,24000,No,High school diploma (or equivalent),Yes,Yes,40,502,-4,502,-4,-5,2,2250,1: EMPLOYED,
2477,2790,1994,59,IN THE US,BLACK,FEMALE,1985,Yes,3,10861,1: IN POVERTY,2: NORTH CENTRAL,0: 0  NEVER MARRIED,19,1: URBAN,2,2,26,Yes,ADULT ONLY,1141,20000,Yes,None,No,Yes,-4,502,-4,514,-4,-5,0,0,3: OUT OF LABOR FORCE,
2478,2791,1994,62,IN THE US,BLACK,MALE,1989,Yes,3,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,5,1,27,No,NEVER,-2,47000,Yes,High school diploma (or equivalent),No,Yes,40,602,-4,602,-4,-5,2,-1,1: EMPLOYED,
2479,2792,1994,58,IN THE US,BLACK,FEMALE,1979,Yes,4,13484,1: IN POVERTY,3: SOUTH,2: 2  SEPARATED,0,0: RURAL,4,3,20,Yes,ADULT ONLY,11000,15300,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,33,1: EMPLOYED,
2480,2793,1994,60,IN THE US,BLACK,MALE,1980,No,1,-2,-3,3: SOUTH,2: 2  SEPARATED,0,1: URBAN,15,0,19,Yes,ADULT ONLY,-2,15750,-4,High school diploma (or equivalent),No,Yes,80,-4,-4,-4,-4,-5,2,10000,1: EMPLOYED,
2481,2794,1994,62,IN THE US,BLACK,MALE,1981,No,6,12000,1: IN POVERTY,3: SOUTH,3: 3  DIVORCED,11,1: URBAN,16,0,18,Yes,BOTH CHILD AND ADULT,12000,32000,-4,High school diploma (or equivalent),Yes,Yes,80,-4,-4,-4,-4,-4,4,1800,1: EMPLOYED,
2482,2795,1994,61,IN THE US,BLACK,FEMALE,1978,Yes,7,-2,-3,3: SOUTH,2: 2  SEPARATED,15,1: URBAN,18,5,16,Yes,BOTH CHILD AND ADULT,6000,26000,-4,None,No,Yes,115,-4,-4,-4,-4,-4,0,300,1: EMPLOYED,
2483,2797,1994,59,IN THE US,BLACK,MALE,1979,Yes,3,66000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,10,1,20,Yes,ADULT ONLY,30000,60000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,30000,1: EMPLOYED,
2484,2798,1994,60,IN THE US,BLACK,MALE,No children yet,No,3,-1,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,1,No children yet,Yes,ADULT ONLY,-1,26000,-4,High school diploma (or equivalent),No,No,40,-4,-4,-4,-4,-4,2,-1,1: EMPLOYED,
2485,2800,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,1,41042,0: NOT IN POVERTY,3: SOUTH,6: 6  WIDOWED,0,0: RURAL,7,0,No children yet,Yes,ADULT ONLY,40797,236000,Yes,"Master's Degree (MA, MBA, MS, MSW)",No,Yes,50,501,-4,1905,-4,7200,2,79033,1: EMPLOYED,
2486,2801,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1981,Yes,1,35819,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,1: URBAN,4,0,18,No,NEVER,30000,57000,-4,High school diploma (or equivalent),Yes,No,45,506,-4,506,-4,-4,2,62600,1: EMPLOYED,
2487,2802,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,3,47600,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,22,1,28,No,NEVER,47000,70000,No,High school diploma (or equivalent),No,Yes,40,0,-4,0,-4,-4,2,52000,1: EMPLOYED,
2488,2803,1994,61,IN THE US,BLACK,MALE,1979,Yes,4,50000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,8,2,17,No,NEVER,30000,70000,Yes,High school diploma (or equivalent),No,No,40,0,-4,0,-4,-4,2,39000,1: EMPLOYED,
2489,2804,1994,62,IN THE US,BLACK,FEMALE,1990,Yes,4,74900,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,7,2,27,No,NEVER,42500,89000,No,Bachelor of Science (BS),No,Yes,40,701,-4,701,-4,1054,2,104000,1: EMPLOYED,
2490,2805,1994,62,IN THE US,BLACK,MALE,1984,Yes,4,60500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,1: URBAN,21,2,21,Yes,ADULT ONLY,30000,44500,Yes,High school diploma (or equivalent),No,Yes,48,506,-4,506,-4,-4,2,-1,1: EMPLOYED,
2491,2806,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,Yes,1,2260,1: IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,1: URBAN,14,0,No children yet,Yes,ADULT ONLY,2200,42000,No,Associate/Junior College (AA),No,No,124,506,-4,1203,-4,2600,2,11200,1: EMPLOYED,
2492,2807,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1982,Yes,1,18000,0: NOT IN POVERTY,3: SOUTH,3: 3  DIVORCED,0,0: RURAL,15,0,19,Yes,ADULT ONLY,18000,279816,-4,None,Yes,Yes,130,-4,-4,-4,-4,-4,2,12900,1: EMPLOYED,
2493,2808,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1983,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,2,18,Yes,ADULT ONLY,6000,31960,-4,High school diploma (or equivalent),No,Yes,36,-4,-4,-4,-4,-4,2,-7143,1: EMPLOYED,
2494,2809,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,Yes,4,50300,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,-3,0: RURAL,8,2,19,Yes,ADULT ONLY,900,32000,No,Bachelor of Science (BS),No,No,14,704,-4,502,-4,10000,2,946749,1: EMPLOYED,
2495,2810,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1996,Yes,3,-2,-3,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,3,0,33,No,NEVER,15500,54000,No,High school diploma (or equivalent),No,No,76,1203,-4,1203,-4,-4,2,36000,1: EMPLOYED,
2496,2811,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1992,Yes,4,30000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,2,28,No,NEVER,21000,47000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,133900,1: EMPLOYED,
2497,2813,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1974,Yes,5,70300,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,9,3,14,Yes,ADULT ONLY,25000,75000,Yes,Bachelor of Science (BS),No,No,60,1219,-4,1219,-4,600,2,153000,1: EMPLOYED,
2498,2814,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1987,Yes,4,87000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,3,2,25,No,NEVER,52000,312324,No,"Master's Degree (MA, MBA, MS, MSW)",No,No,40,1203,-4,1203,-4,-4,2,72000,1: EMPLOYED,
2499,2815,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1987,Yes,5,43500,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,8,3,22,No,NEVER,21500,41000,No,High school diploma (or equivalent),No,No,50,114,-4,114,-4,-4,2,18620,1: EMPLOYED,
2500,2816,1994,60,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,No children yet,Yes,3,189918,0: NOT IN POVERTY,3: SOUTH,0: 0  NEVER MARRIED,0,0: RURAL,5,0,No children yet,No,NEVER,62000,90000,-4,High school diploma (or equivalent),No,Yes,40,-4,-4,-4,-4,-4,2,97000,1: EMPLOYED,
2501,2817,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1980,No,5,14000,1: IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,2,3,16,Yes,ADULT ONLY,0,0,-4,High school diploma (or equivalent),No,Yes,-4,-4,-4,-4,-4,-5,0,57200,3: OUT OF LABOR FORCE,
2502,2818,1994,64,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1986,Yes,4,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,6,2,21,No,NEVER,-2,75000,-4,High school diploma (or equivalent),No,Yes,40,501,-4,501,-4,-4,2,11508,1: EMPLOYED,
2503,2819,1994,58,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1979,Yes,4,32000,0: NOT IN POVERTY,3: SOUTH,1: 1  MARRIED,0,0: RURAL,5,2,20,Yes,ADULT ONLY,10000,36000,-4,High school diploma (or equivalent),No,No,36,-4,-4,-4,-4,-4,2,63500,1: EMPLOYED,
2504,2820,1994,62,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1988,No,3,-2,-3,3: SOUTH,1: 1  MARRIED,0,0: RURAL,21,1,25,Yes,ADULT ONLY,12000,37000,No,High school diploma (or equivalent),Yes,Yes,40,-4,-4,-4,-4,-5,4,4900,2: UNEMPLOYED,
2505,2821,1994,57,IN THE US,"NON-BLACK, NON-HISPANIC",MALE,1983,-1,1,-3,-3,3: SOUTH,3: 3  DIVORCED,-3,1: URBAN,9,0,25,No,NEVER,0,70000,Yes,High school diploma (or equivalent),Yes,No,0,502,-4,502,-4,-5,1,0,3: OUT OF LABOR FORCE,
2506,2823,1994,61,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1984,Yes,4,29310,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,11,2,23,Yes,ADULT ONLY,8000,65000,-4,"Master's Degree (MA, MBA, MS, MSW)",No,No,20,1212,-4,4901,3300,25000,2,6400,1: EMPLOYED,
2507,2824,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,1,2574,1: IN POVERTY,1: NORTHEAST,0: 0  NEVER MARRIED,0,1: URBAN,6,0,No children yet,Yes,ADULT ONLY,0,35000,-4,Bachelor of Science (BS),No,Yes,-4,1203,-4,1206,1000,4900,0,13500,3: OUT OF LABOR FORCE,
2508,2825,1994,63,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,No children yet,No,3,54806,0: NOT IN POVERTY,1: NORTHEAST,3: 3  DIVORCED,2,1: URBAN,10,0,No children yet,Yes,ADULT ONLY,23000,33000,-4,Associate/Junior College (AA),Yes,Yes,56,1201,-4,1201,-4,-5,2,7300,1: EMPLOYED,
2509,2826,1994,59,IN THE US,"NON-BLACK, NON-HISPANIC",FEMALE,1989,Yes,5,30780,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,26,1: URBAN,18,3,29,Yes,ADULT ONLY,0,17000,Yes,High school diploma (or equivalent),Yes,No,22,704,-4,704,-4,-5,0,-20000,3: OUT OF LABOR FORCE,
2510,2828,1994,61,IN OTHER COUNTRY,"NON-BLACK, NON-HISPANIC",FEMALE,1979,No,5,45882,0: NOT IN POVERTY,1: NORTHEAST,1: 1  MARRIED,0,1: URBAN,6,3,18,Yes,ADULT ONLY,23000,60000,-4,None,No,Yes,75,-4,-4,-4,-4,-4,2,-4700,1: EMPLOYED,
